path,classification,subsystem,status,imports,input_paths,output_paths,invoked_by,docs_references,sacred,migration_risk,likely_destination,confidence,evidence
scripts/run_market_intelligence_demo.py,COMMAND / ENTRY POINT,intelligence,ACTIVE RESEARCH,__future__;backtester.intelligence;backtester.intelligence.reporter;backtester.intelligence.source_loader;pathlib;sys,,outputs/intelligence/PLTR_report.json;outputs/intelligence/intelligence_features.csv,,,no,HIGH,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_market_intelligence_live.py,COMMAND / ENTRY POINT,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.batch;backtester.intelligence.candidates;backtester.intelligence.price_risk;backtester.intelligence.source_fetcher;pathlib;sys,data/intelligence/features/price_risk_features.csv;data/intelligence/features/sample_peer_map.csv,outputs/intelligence,configs/sacred_scripts.json,,yes,HIGH,scripts compatibility wrapper + src/quant_research/pipelines,HIGH,listed in configs/sacred_scripts.json
scripts/run_mean_reversion_signals.py,COMMAND / ENTRY POINT,mean_reversion,ACTIVE RESEARCH,__future__;argparse;backtester.signals;pandas;pathlib,,outputs/correlation/peer_spreads.parquet;outputs/signals/mean_reversion_signals.parquet,configs/sacred_scripts.json,,yes,HIGH,scripts compatibility wrapper + src/quant_research/pipelines,HIGH,listed in configs/sacred_scripts.json
scripts/run_multi_period_intelligence_research.py,COMMAND / ENTRY POINT,intelligence,ACTIVE RESEARCH,__future__;argparse;csv;pathlib;subprocess;sys;time,,outputs/intelligence/training_runs/multi_period_ml_research;outputs/signals/mean_reversion_latest_with_intelligence.parquet,docs/market_intelligence_v4_9.md;docs/market_intelligence_v5_0.md,docs/market_intelligence_v4_9.md;docs/market_intelligence_v5_0.md,no,HIGH,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_nlp_event_smoke.py,COMMAND / ENTRY POINT,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.llm.contextual_event_extractor;backtester.intelligence.llm.semantic_event_classifier;backtester.intelligence.llm.semantic_event_clusterer;backtester.intelligence.source_loader;os;pathlib;sys,,,,docs/market_intelligence_v2_6.md;docs/market_intelligence_v2_6_1.md,no,MEDIUM,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_peer_spread_features.py,PIPELINE ORCHESTRATOR,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;backtester.correlation.spreads;pandas;pathlib;yfinance,,outputs/correlation/features.parquet;outputs/correlation/peer_spreads.parquet,,,no,MEDIUM,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_peer_spread_features_from_cached_matrix.py,PIPELINE ORCHESTRATOR,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;json;numpy;pandas;pathlib,,outputs/cache/matrices/h100_market_common_stock_only_v3/prices_meta.json;outputs/cache/returns/h100_market_common_stock_only_v3_clipped/returns_meta.json;outputs/correlation/peer_spreads_market_common_stock_only_v3.parquet,,,no,MEDIUM,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_pool_intelligence_training.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;csv;pathlib;subprocess;sys;time,data/intelligence/historical/raw/news_eval_2025_2026_finnhub_scored.jsonl;data/intelligence/historical/raw/news_eval_2025_2026_massive.jsonl;data/intelligence/historical/raw/news_eval_2025_2026_merged_full.jsonl;data/intelligence/historical/raw/news_eval_2025_2026_merged_full_scored.jsonl;data/intelligence/historical/sec_eval_tickers.txt,outputs/intelligence/training_runs/sec_news_massive_full_pool,docs/market_intelligence_v4_0.md,docs/market_intelligence_v4_0.md,no,HIGH,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/run_regime_basket.py,COMMAND / ENTRY POINT,general,ACTIVE RESEARCH,argparse;subprocess;sys,,,docs/market_state_engine.md,docs/market_state_engine.md,no,MEDIUM,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_regime_correlation_features.py,PIPELINE ORCHESTRATOR,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;backtester.correlation;pandas;pathlib;yfinance,,outputs/context/market_context.parquet;outputs/correlation/regime_correlation_latest.csv;outputs/correlation/regime_correlation_summary.csv;outputs/correlation/regime_market_deformation.csv;outputs/correlation/regime_pair_correlations.parquet;outputs/correlation/regime_ticker_stress_sensitivity.csv,docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_worker_sources_to_events.sh,WORKER / REMOTE TOOLING,intelligence,ACTIVE / EXTERNAL CONTRACT,,,outputs/intelligence/worker_results/source_fetch_balanced_latest/source_fetch_balanced.jsonl};outputs/intelligence/worker_results/source_fetch_balanced_latest},,,no,MEDIUM,pipelines/intelligence or worker tooling,HIGH,worker path or remote shell reference
scripts/scan_market_state.py,UNCERTAIN,market_state,UNCERTAIN,__future__;argparse;backtester.analytics.entropy;backtester.analytics.garch;backtester.analytics.garch_metrics;backtester.analytics.volatility;backtester.decision.entropy_decision;backtester.decision.market_state;backtester.decision.volatility_decision;pandas;pathlib;tabulate;yfinance,,outputs/market_state/market_state_scan.csv,docs/systems/market_state.md,docs/systems/market_state.md,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/score_event_opportunities.py,EVALUATION / BENCHMARK,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.opportunity_scorer;pathlib;sys,,,,docs/market_intelligence_v2_2.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/score_historical_news_sentiment.py,EVALUATION / BENCHMARK,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.features.historical_news_sentiment;pathlib;sys,,,docs/market_intelligence_v3_7.md;docs/market_intelligence_v3_8.md;scripts/launch_long_intelligence_training.py,docs/market_intelligence_v3_7.md;docs/market_intelligence_v3_8.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/score_ml_research_gates.py,EVALUATION / BENCHMARK,general,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,,docs/market_intelligence_v4_9.md;docs/market_intelligence_v5_0.md,docs/market_intelligence_v4_9.md;docs/market_intelligence_v5_0.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/simulate_intelligence_equity_curves.py,UNCERTAIN,intelligence,UNCERTAIN,__future__;argparse;matplotlib.pyplot;numpy;pandas;pathlib,outputs,,docs/market_intelligence_v4_2.md;docs/market_intelligence_v5_0_2.md,docs/market_intelligence_v4_2.md;docs/market_intelligence_v5_0_2.md,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/smoke_correlation_from_prices.py,TEST / SMOKE,correlation_deformation,ACTIVE RESEARCH,__future__;backtester.correlation;numpy;pandas,,,,,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/smoke_correlation_tracker.py,TEST / SMOKE,correlation_deformation,ACTIVE RESEARCH,__future__;backtester.correlation;numpy;pandas,,,,,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/strategy_scorecard.py,EVALUATION / BENCHMARK,general,ACTIVE RESEARCH,__future__;argparse;dataclasses;math;numpy;pandas;pathlib;sys;typing,outputs,outputs/dividend/PG/run123;outputs/regime;outputs/regime/NVDA/;outputs/regime/NVDA/run123;outputs/research/strategy_scorecard.csv;outputs/research/strategy_scorecard.md,docs/systems/options_overlay.md,docs/systems/options_overlay.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
research/mean_reversion/stress_mean_reversion_monte_carlo.py,EVALUATION / BENCHMARK,mean_reversion,ACTIVE RESEARCH,__future__;argparse;cupy;numpy;pandas;pathlib;yfinance,,outputs/signals/mean_reversion_signals_context_adjusted.parquet;outputs/stress/mean_reversion_h100,docs/research_notes/next_steps.md,docs/research_notes/next_steps.md,no,MEDIUM,research/mean_reversion,MEDIUM,Monte Carlo stress research
scripts/suggest_market_fabric_cluster_labels.py,VISUALIZATION,market_fabric,ACTIVE RESEARCH,__future__;argparse;ast;collections;json;math;pandas;pathlib;re,,,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,visualization imports/paths or documented frame workflow
scripts/summarize_intelligence_training_run.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.candidates;pandas;pathlib;sys,,,docs/market_intelligence_v3_9.md;docs/market_intelligence_v3_9_2.md;scripts/launch_long_intelligence_training.py,docs/market_intelligence_v3_9.md;docs/market_intelligence_v3_9_2.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/summarize_market_intelligence.py,EVALUATION / BENCHMARK,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.brief;pathlib;sys,,outputs/intelligence/latest_market_intelligence_brief.txt;outputs/intelligence/latest_market_intelligence_summary.csv,,,no,HIGH,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/summarize_regime_basket.py,EVALUATION / BENCHMARK,general,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/comparisons/basket;outputs/regime,docs/market_state_engine.md,docs/market_state_engine.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/summarize_rust_stress_runs.py,EVALUATION / BENCHMARK,rust_stress,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/reports/rust_stress_scorecard.csv,,,no,HIGH,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/sweep_ml_policy_strength.py,UNCERTAIN,general,UNCERTAIN,__future__;argparse;matplotlib.pyplot;numpy;pandas;pathlib,,,docs/market_intelligence_v4_4.md,docs/market_intelligence_v4_4.md,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/test_entropy_engine.py,TEST / SMOKE,market_fabric,ACTIVE RESEARCH,argparse;backtester.analytics.entropy;backtester.decision.entropy_decision;backtester.visuals.entropy_plot;pandas;pathlib;yfinance,outputs,,,,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_market_state.py,TEST / SMOKE,market_state,ACTIVE RESEARCH,__future__;argparse;backtester.analytics.entropy;backtester.decision.entropy_decision;backtester.decision.market_state;dataclasses;pandas;yfinance,,,,,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_market_state_trades.py,TEST / SMOKE,market_state,ACTIVE RESEARCH,__future__;argparse;backtester.analytics.entropy;backtester.analytics.garch;backtester.analytics.garch_metrics;backtester.analytics.volatility;backtester.decision.entropy_decision;backtester.decision.market_state;backtester.decision.volatility_decision;numpy;pandas;pathlib;tabulate;yfinance,,outputs/trades/market_state_trade_plan.csv,docs/systems/market_state.md,docs/systems/market_state.md,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_options_overlay.py,TEST / SMOKE,options_volatility,ACTIVE RESEARCH,argparse;backtester.engines.options_overlay_engine;yfinance,,,docs/market_state_engine.md,docs/market_state_engine.md,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_position_sizing.py,TEST / SMOKE,general,ACTIVE RESEARCH,backtester.decision.position_sizing;pandas,,,docs/market_state_engine.md,docs/market_state_engine.md,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_real_market_state.py,TEST / SMOKE,market_state,ACTIVE RESEARCH,__future__;argparse;backtester.analytics.entropy;backtester.analytics.garch;backtester.analytics.garch_metrics;backtester.analytics.volatility;backtester.decision.entropy_decision;backtester.decision.market_state;backtester.decision.volatility_decision;pandas;yfinance,,,,,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_real_volatility_decision.py,TEST / SMOKE,market_state,ACTIVE RESEARCH,argparse;backtester.analytics.volatility;backtester.decision.volatility_decision;pandas;yfinance,,,docs/market_state_engine.md,docs/market_state_engine.md,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_regime_router.py,TEST / SMOKE,market_state,ACTIVE RESEARCH,argparse;backtester.analytics.volatility;backtester.decision.regime_router;pandas;yfinance,,,docs/market_state_engine.md,docs/market_state_engine.md,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_survivable_volatility.py,TEST / SMOKE,market_state,ACTIVE RESEARCH,pandas;src.features.survivable_volatility,,,,,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/test_volatility_decision.py,TEST / SMOKE,market_state,ACTIVE RESEARCH,backtester.decision.volatility_decision;pandas,,,docs/market_state_engine.md,docs/market_state_engine.md,no,MEDIUM,src/quant_research or research/experiments,HIGH,test/smoke naming plus executable script
scripts/threshold_rebalance_fast_v2.py,UNCERTAIN,allocator_matrix,UNCERTAIN,__future__;argparse;matplotlib.pyplot;numpy;pandas;pathlib;tabulate,,outputs/feature_matrix/rebalance_W/close_prices.csv;outputs/feature_matrix/rebalance_W/market_state_features.csv;outputs/threshold_rebalance/fast_v2_weekly_sample24_port8,docs/experiments/threshold_rebalance.md;docs/research_notes/next_steps.md,docs/experiments/threshold_rebalance.md;docs/research_notes/next_steps.md,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/threshold_rebalance_fast_v3.py,COMMAND / ENTRY POINT,allocator_matrix,ACTIVE RESEARCH,__future__;argparse;concurrent.futures;matplotlib.pyplot;numpy;os;pandas;pathlib;tabulate;typing,,outputs/feature_matrix/rebalance_W/close_prices.csv;outputs/feature_matrix/rebalance_W/market_state_features.csv;outputs/threshold_rebalance/fast_v3_weekly_sample24_port8,README.md;configs/sacred_scripts.json;docs/experiments/threshold_rebalance.md;docs/research_notes/next_steps.md,docs/experiments/threshold_rebalance.md;docs/research_notes/next_steps.md,yes,HIGH,scripts compatibility wrapper + src/quant_research/pipelines,HIGH,listed in configs/sacred_scripts.json
scripts/threshold_rebalance_from_feature_matrix.py,UNCERTAIN,allocator_matrix,UNCERTAIN,__future__;argparse;matplotlib.pyplot;numpy;pandas;pathlib;tabulate,,outputs/feature_matrix/rebalance_W/close_prices.csv;outputs/feature_matrix/rebalance_W/market_state_features.csv;outputs/threshold_rebalance/weekly_check_v1,,,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/threshold_rebalance_matrix_engine.py,UNCERTAIN,allocator_matrix,UNCERTAIN,__future__;argparse;backtester.engines.matrix_allocator_engine;concurrent.futures;numpy;os;pandas;pathlib;tabulate;typing,,outputs/feature_matrix/rebalance_W/close_prices.csv;outputs/feature_matrix/rebalance_W/market_state_features.csv;outputs/threshold_rebalance/matrix_engine_weekly_sample24_port8,README.md;docs/experiments/matrix_allocator_engine.md;docs/experiments/threshold_rebalance.md;docs/research_notes/next_steps.md,docs/experiments/matrix_allocator_engine.md;docs/experiments/threshold_rebalance.md;docs/research_notes/next_steps.md,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/train_event_day_baseline.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;json;numpy;pandas;pathlib;sklearn.dummy;sklearn.ensemble;sklearn.metrics,,outputs/intelligence/baseline_reports;outputs/intelligence/event_day_impact_dataset.parquet,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/validate_ml_policy_candidate.py,EVALUATION / BENCHMARK,general,ACTIVE RESEARCH,__future__;argparse;matplotlib.pyplot;numpy;pandas;pathlib,,,docs/market_intelligence_v4_7.md,docs/market_intelligence_v4_7.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/walk_forward_intelligence_calibration.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.calibration.walk_forward_calibrator;pathlib;sys,,,docs/market_intelligence_v3_4.md;scripts/launch_long_intelligence_training.py,docs/market_intelligence_v3_4.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/workers/redact_stream.py,WORKER / REMOTE TOOLING,intelligence,ACTIVE / EXTERNAL CONTRACT,__future__;os;pathlib;re;sys,,,scripts/workers/run_balanced_source_fetch_worker.sh;scripts/workers/run_source_fetch_worker.sh;scripts/workers/send_llm_worker_bundle.sh,,no,HIGH,pipelines/intelligence or worker tooling,HIGH,worker path or remote shell reference
scripts/workers/run_balanced_source_fetch_worker.sh,WORKER / REMOTE TOOLING,intelligence,ACTIVE / EXTERNAL CONTRACT,,,/tmp/quant_worker_bundle_balanced_;outputs/intelligence/llm_benchmark_mixed_50.parquet;outputs/intelligence/worker_results/source_fetch_balanced_$JOB_ID;outputs/intelligence/worker_results/source_fetch_balanced_latest;outputs/intelligence/worker_source_jobs_balanced;outputs/intelligence/worker_source_jobs_balanced/$JOB_ID;outputs/intelligence/worker_source_query_tickers.txt,,,no,HIGH,pipelines/intelligence or worker tooling,HIGH,worker path or remote shell reference
scripts/workers/run_source_fetch_worker.sh,WORKER / REMOTE TOOLING,intelligence,ACTIVE / EXTERNAL CONTRACT,,,/tmp/quant_worker_bundle_;outputs/intelligence/llm_benchmark_mixed_50.parquet;outputs/intelligence/worker_results/source_fetch_$JOB_ID;outputs/intelligence/worker_results/source_fetch_latest;outputs/intelligence/worker_source_jobs/$JOB_ID;outputs/intelligence/worker_source_query_tickers.txt,,,no,HIGH,pipelines/intelligence or worker tooling,HIGH,worker path or remote shell reference
scripts/workers/send_llm_worker_bundle.sh,WORKER / REMOTE TOOLING,intelligence,ACTIVE / EXTERNAL CONTRACT,,,/tmp/quant_llm_worker_bundle.tar.gz;outputs/intelligence;outputs/intelligence/;outputs/intelligence/llm_benchmark_mixed_50.csv;outputs/intelligence/llm_benchmark_mixed_50.parquet;outputs/intelligence/llm_event_classifications_mixed50_batch.*;outputs/intelligence/llm_event_classifications_mixed50_batch.jsonl;outputs/intelligence/worker_results/chromebook_$JOB_ID;outputs/intelligence/worker_results/chromebook_cumulative;outputs/intelligence/worker_results/source_rss_smoke_$JOB_ID;outputs/intelligence/worker_results/source_smoke_latest;outputs/intelligence/worker_results/source_smoke_latest/;outputs/intelligence/worker_source_smoke;outputs/intelligence/worker_source_smoke/rss_smoke.jsonl;outputs/intelligence/worker_source_smoke/rss_smoke.jsonl*,scripts/workers/run_balanced_source_fetch_worker.sh;scripts/workers/run_source_fetch_worker.sh,,no,HIGH,pipelines/intelligence or worker tooling,HIGH,worker path or remote shell reference
scripts/workers/sync_worker_env.sh,WORKER / REMOTE TOOLING,intelligence,ACTIVE / EXTERNAL CONTRACT,,,,,,no,HIGH,pipelines/intelligence or worker tooling,HIGH,worker path or remote shell reference
